date,AETEC_xgboost_forecast,AMV_xgboost_forecast,ARTES_xgboost_forecast,BHL_xgboost_forecast,BH_xgboost_forecast,BNA_xgboost_forecast,BS_xgboost_forecast,BTEI_xgboost_forecast,CC_xgboost_forecast,CELL_xgboost_forecast,CIL_xgboost_forecast,CITY_xgboost_forecast,DH_xgboost_forecast,ECYCL_xgboost_forecast,GIF_xgboost_forecast,HANL_xgboost_forecast,ICF_xgboost_forecast,LNDOR_xgboost_forecast,LSTR_xgboost_forecast,MIP_xgboost_forecast,MNP_xgboost_forecast,MPBS_xgboost_forecast,NAKL_xgboost_forecast,NBL_xgboost_forecast,OTH_xgboost_forecast,PLAST_xgboost_forecast,SAH_xgboost_forecast,SAMAA_xgboost_forecast,SERVI_xgboost_forecast,SIPHA_xgboost_forecast,SITS_xgboost_forecast,SMD_xgboost_forecast,SOPAT_xgboost_forecast,SOTE_xgboost_forecast,SPDI_xgboost_forecast,STAR_xgboost_forecast,STIP_xgboost_forecast,STVR_xgboost_forecast,TINV_xgboost_forecast,TJL_xgboost_forecast,TLNET_xgboost_forecast,TLS_xgboost_forecast,TRE_xgboost_forecast,UMED_xgboost_forecast,WIFAK_xgboost_forecast
46,-0.0032434207,-0.0028019652,0.009396982,-0.007633861,0.004326268,0.004483492,9.1189824e-05,-0.00070616,-0.0013691586,-0.0028072195,-4.5025274e-07,0.00023926399,0.001385559,-0.0035882213,-0.0057294723,0.00080833887,-0.004234262,-0.008965895,-0.0019868643,-0.0404122,0.003836582,0.0035435038,-0.00045429266,-0.003747969,-0.0094001135,-0.012458857,-6.818679e-05,0.009142191,-0.001766779,0.017380115,0.0019601388,-0.013126264,-0.0025364934,0.0069127507,-0.0040556244,-0.0011903408,0.023828404,0.0003342276,0.001429716,-0.0006304948,-0.0073844097,-0.0056634382,-0.0037804788,0.00043189383,-0.00082594715
47,-0.0032434207,-0.0014226488,-0.0132128885,-0.038270976,-0.0040234104,0.0069921548,0.0004671234,0.0049893847,-0.0017725013,-0.005920556,0.0005405644,-0.005591162,0.0034291237,0.0006089474,-0.0057294723,-0.0004566914,0.005420711,0.0005138064,0.002692224,-0.0404122,-0.0041643903,0.018782644,-1.7954688e-05,-0.0018277426,-0.0023426134,0.0025214872,-0.003437413,-0.0002023473,-0.0025471293,0.024295565,-0.00036102528,0.021343075,0.0061446643,0.008704483,-4.1069583e-05,-0.0022762762,-0.006107545,0.0042731944,0.002830154,-0.012590956,-0.0010368165,-0.0062195575,-0.011333233,0.0023439238,-0.027708026
48,-0.0032434207,-0.0014818556,-0.0070705176,0.012076364,0.0047937334,0.01920818,-0.00029645266,-0.012835367,0.0014983582,0.025650933,-0.0018961461,-0.004093893,0.0053979326,0.0026148688,-0.0057294723,0.00080833887,0.015698846,0.0040941606,-0.018176792,-0.029962927,0.021003986,0.01443963,5.315644e-05,0.0010490267,-0.003554924,0.010495366,-0.0005936785,-0.0056454996,-0.0069677383,0.03617948,-9.6836084e-05,0.015310794,0.0053570746,-0.0018141735,-0.0047959858,-0.007927472,0.0073548406,0.0032660256,-0.032595478,0.0130576035,-0.0031230531,0.012986752,-0.011500068,-0.001183566,0.0002098491
49,-0.0032434207,-0.0028019652,0.0022843913,0.022348735,-0.011426856,-0.003587691,-0.0050720386,-0.03237547,0.0019017009,-0.0019036719,-0.0013781134,-0.052843936,-0.0006708853,0.004420097,-0.0057294723,-0.0004566914,0.005417245,0.0036783428,-0.029952513,-0.02130763,0.000628084,-0.0020211646,5.315644e-05,-0.0029152622,-0.00010933791,0.03818538,-0.0018586336,-0.005704897,0.0062044,0.017461384,0.0019601388,0.0015459219,0.004279405,0.00344191,0.0029855124,0.002943584,0.039848182,0.0017088958,-0.035578925,0.008298547,-0.0016970625,-0.013244597,-0.013862095,0.003569592,-0.010009282
50,-0.0032434207,-0.0014226488,-0.0077998852,-0.006378042,0.012265922,-0.0026258992,-0.0005661867,-0.024381166,-0.0013691586,-0.008092829,-0.0028663743,-0.018331392,-0.0027264182,-0.0008553271,-0.0057294723,0.00080833887,0.00837547,0.0034622992,-0.018612284,-0.02346829,-0.0056364113,0.00025100092,-0.00038318156,0.00093115994,-0.0042563425,0.0082717715,-0.0033630342,0.004607619,-0.0039514275,0.024462685,-0.00036102528,-0.016599357,0.0046567325,-0.008218351,-0.012391661,0.004616381,-0.029434016,-0.0027401668,-0.016986404,-0.017402835,-0.00094148685,0.001706717,0.0033261494,-0.0015288264,0.0027415908
51,-0.0032434207,-0.0014818556,-7.353777e-05,-0.010134781,0.0030362895,0.0022561622,0.002875272,-0.021266496,-0.0017725013,-0.0080583235,0.043745127,0.0022582416,0.00054803246,0.00030764332,-0.0057294723,-0.0004566914,0.029331388,0.007302849,-0.03262925,-0.02346829,-0.002935336,0.0012769292,-0.00045429266,0.019011877,-0.0040025515,-0.0027595113,-0.0026222274,-0.008614921,-0.008896949,0.028578894,-9.6836084e-05,0.012814847,0.002076611,-0.015426491,0.0069365017,0.0036911778,-0.003658547,0.022438237,0.004360306,0.011422734,-0.0070405835,-0.006836106,-0.015629895,-0.005150729,0.00034192725
52,-0.0032434207,-0.0028019652,0.0054708277,-0.0064811558,-0.0028768051,-0.004642383,0.0016322224,-0.013638084,0.0014983582,-0.013699058,-0.0010278227,-0.0025054708,0.0015310517,0.00093812065,-0.0057294723,0.00080833887,0.003427528,0.0017180338,-0.028263433,-0.03781086,-0.0083275,-0.00029719793,-1.7954688e-05,0.02062516,-0.0073289517,-0.0018298565,-0.0062697562,0.00069557957,0.0022791272,0.018285869,0.0019601388,0.019022837,0.0013330088,0.0015252089,0.025004175,0.0016518339,-0.0013423058,0.0006571899,-0.0038760672,-0.007213065,0.0045712516,-0.008719922,0.0053513455,0.0056694015,0.006258594
53,-0.0032434207,-0.0014226488,-0.0068065664,0.0024544727,0.002976561,0.019593883,-0.0030540642,-0.0153741855,0.0019017009,0.0044730245,-0.0013400479,-0.04074332,-0.0027030976,-0.0014455857,-0.0057294723,-0.0004566914,0.010477701,-0.0035124668,0.011947589,-0.0404122,-0.020004518,-0.003403999,5.315644e-05,0.012284686,-0.0013007806,-0.0027462544,-0.0061571407,0.0013952154,-0.0027348204,0.023171341,-0.00036102528,0.010981185,0.0009943242,-0.0039044921,0.014028783,0.009655195,0.01643758,-0.011525913,-0.004388497,-0.010343893,-0.006779745,-0.005514869,0.0034806214,0.0023798977,0.00397939
54,-0.0032434207,-0.0014818556,0.0042967335,-0.011989098,0.001970713,0.0076070945,0.00072172156,-0.0016491584,-0.0013691586,-0.0012474764,0.0020799804,0.0012525683,-0.0005720897,0.0010232334,-0.0057294723,0.00080833887,0.004716425,-0.0021248688,0.0254997,-0.0404122,-0.018464115,0.005141522,5.315644e-05,0.010363348,0.0003456347,0.0070304936,-0.0007798598,-0.003834821,0.003110382,0.028164608,-9.6836084e-05,-0.01673336,0.002076611,0.0036344246,0.0082270615,-2.6057014e-05,-0.008419426,0.0041724797,-0.009908232,-0.0061003016,0.0014922479,0.012852788,-0.016598852,-0.0029227922,5.3562093e-05
55,-0.0032434207,-0.0028019652,-0.0011960003,0.00044482818,0.008963197,-0.011431066,0.0018510807,0.00840791,-0.0017725013,0.00017504008,-0.007933331,0.011590466,7.912236e-05,-0.00019296279,-0.0057294723,-0.0004566914,-0.0024147774,-0.020957775,-0.00343277,-0.029962927,-0.007302245,-0.004099491,-0.00038318156,0.0050334805,0.00022127776,0.007792477,-0.0030925607,-0.006385549,-0.006271067,0.018821312,0.0019601388,0.0013465617,0.002076611,-0.017994573,-0.0069722775,0.0077996096,0.045799915,-0.003143595,-0.021629788,0.012689238,-0.0036198387,0.0046732863,0.007249483,-0.00879415,0.007325718
56,-0.0032434207,-0.0014226488,-0.038667403,-0.022857165,-0.004034393,0.015005443,-0.0026619434,-0.0024659717,0.0014983582,0.0011197301,-0.016615495,-0.0058969585,-0.0016120375,0.0013491946,-0.0057294723,0.00080833887,0.02048143,-0.0061301687,0.011327608,-0.02130763,0.011611837,0.00027125285,-0.00045429266,0.010843279,0.0025427626,0.0053597437,-0.0050371694,6.0442937e-05,0.0040290332,0.024822973,-0.00036102528,0.037993275,0.002076611,0.025083985,0.00910451,-0.002226128,0.00026223704,-0.0015939495,-0.018050626,-0.008230835,-0.0009516115,-0.0004415284,0.010991076,0.0021302036,0.016733997
57,-0.0032434207,-0.0014818556,0.007736926,0.028565535,-0.0015484934,0.0036500297,-0.005982849,0.004937589,0.0019017009,0.0024634227,-0.0027445164,-0.012071277,-0.0018358061,0.0019352987,-0.0057294723,-0.0004566914,-0.0034599237,-0.004775575,0.011910233,-0.02346829,0.0018924959,-0.004823367,-1.7954688e-05,-0.0027973764,0.0041388795,-0.019238578,-0.000117425196,-0.003797081,0.011227053,0.026606705,-9.6836084e-05,0.01634506,0.002076611,-0.0047385655,0.011106334,-0.0017878353,-0.021155626,0.0034667691,0.013743234,0.003574439,-0.0008803708,-0.001890097,-0.007646242,-0.004138653,0.0023566475
58,-0.0032434207,-0.0028019652,0.0062921364,-0.0046043033,0.013446985,-0.009738374,-0.0012492731,-0.024291096,-0.0013691586,-0.0010855969,0.030768787,0.006529299,0.0003124726,-0.0034648299,-0.0057294723,0.00080833887,-0.008225839,-0.009918482,0.015941225,-0.02346829,-0.0011272419,-0.014652562,5.315644e-05,-0.018462894,-0.0007270986,-0.023671677,-0.0009808071,0.0027243092,-0.01351529,0.027943842,0.0019601388,-0.0031906418,0.002076611,0.00035432496,0.006068737,-0.010009443,0.023445645,0.010622691,-0.015339327,-0.029721085,-0.006903981,0.00097262446,0.008320863,0.0010834964,0.00013971097
59,-0.0032434207,-0.0014226488,0.0006172009,1.0227507e-05,0.0212596,-0.0031785935,0.003993739,-0.022109162,-0.0017725013,-0.0035616963,0.002719704,0.0049289954,-0.0034080204,0.01577663,-0.0057294723,-0.0004566914,-0.0044263965,-0.014125022,-0.008268476,-0.03781086,0.051147636,-0.007463707,5.315644e-05,0.0026494984,-0.0033268486,-0.003582564,-0.0052270093,-0.0011994004,0.0041160714,0.019665807,-0.00036102528,-0.018841222,0.002076611,-0.0007424128,0.010451965,-0.002850135,-0.02570163,0.0018413138,-0.0017602356,0.0045911297,0.0018121056,0.010485685,0.015033946,-0.0097463755,0.00096412556
60,-0.0032434207,-0.0014818556,0.0048546884,-0.015315429,-0.0037731444,-0.0005672382,-0.003527022,-0.029880643,0.0014983582,-0.0068845726,0.00065964105,0.0014629873,0.0016554957,0.009586238,-0.0057294723,0.00080833887,-0.012781,0.0073723644,-0.040235143,-0.0404122,-0.008404423,0.003386883,-0.00038318156,0.014707981,-0.0006893216,-0.0153319,-0.0005829208,-0.008802389,-0.0089327395,0.022983689,-9.6836084e-05,-0.00024167854,0.002076611,0.01049468,-0.00031238407,-0.007986999,-0.008956785,0.0012634293,-0.0063515515,-0.014318834,-0.006415286,-0.0018320068,0.01802024,0.009370478,0.0051168753
61,-0.0032434207,-0.0028019652,0.003278533,0.025270436,-0.0057843835,-0.007618441,0.00017069356,-0.01644339,0.0019017009,-0.014762769,0.0016857457,0.004026602,-0.0014375304,0.0053553316,-0.0057294723,-0.0004566914,0.0017992293,-0.0024578527,-0.014437032,-0.0404122,-0.023453072,0.012045442,-0.00045429266,0.0053441003,-0.003447866,0.0016408369,-0.00012622624,0.0020579153,0.0035971473,0.021278767,0.0019601388,0.028471474,0.002076611,0.006465817,-0.0012149381,0.00092692056,0.0013414805,0.008093847,-0.05063611,0.0011315487,0.0021950984,-0.016816365,-0.010430778,0.0011585915,-0.0013432404
62,-0.0032434207,-0.0014226488,0.010219739,-0.031194713,-0.006160695,-0.03975202,0.0046377997,-0.026127525,-0.0013691586,9.95611e-05,-0.00084980286,0.007977903,-0.0044582346,0.0048439032,-0.0057294723,0.00080833887,-0.0022061688,0.011236902,-0.0072292965,-0.029962927,-0.0052407114,0.00038917016,-1.7954688e-05,0.0067949947,-0.005705544,0.03611096,-0.0046271603,-0.0020943033,0.0024786138,0.007334433,-0.00036102528,0.022464873,0.002076611,0.008870198,0.0021968328,0.014123224,0.002605177,-0.0009291741,0.12715863,-0.027538314,-0.007829096,0.0059184856,-0.008072983,-0.007895863,-0.0016074823
63,-0.0032434207,-0.0014818556,0.0078889225,0.021530658,0.012925217,-0.0031249432,-0.0006337824,0.013393357,-0.0017725013,0.009615606,-0.001258845,0.008685795,-0.0012813086,-0.0023889458,-0.0057294723,-0.0004566914,-0.0058243847,-0.0054264516,-0.006286978,-0.02130763,-0.01604307,0.013245898,5.315644e-05,0.0030823685,-0.0066789826,0.006031775,-0.002341219,-0.0045551937,0.0027931563,0.022990553,-9.6836084e-05,0.030229853,0.002076611,-0.004538136,-0.0018746854,0.00021584876,0.0033589741,0.001728937,-0.050869707,-0.0106985895,-0.00055355625,0.0056275725,-0.011882709,-0.01613103,0.00047525935
64,-0.0032434207,-0.0028019652,0.0024950127,-0.01614877,-0.01217922,-0.004886132,-0.0066583743,-0.021848349,0.0014983582,0.011657469,0.021970185,0.0016700133,-0.00456219,-0.004857516,-0.0057294723,0.00080833887,0.0012676656,0.0012813726,-0.027413236,-0.02346829,0.0052595623,0.0026804283,5.315644e-05,0.0103628775,0.00598509,-0.014497555,0.001356761,0.0047403006,0.002278114,0.018137371,0.0019601388,-0.032755364,0.002076611,-0.005421814,0.011279732,-0.0052244305,0.02915254,0.002043665,-0.042584594,0.012994072,-0.0050301836,-0.00470688,-0.009785181,0.006382526,0.0050697126
65,-0.0032434207,-0.0014226488,-0.001439777,0.019279372,0.0035517027,-4.7440277e-05,0.0015949437,0.027658539,0.0019017009,0.004106512,0.0020248564,-0.0003916533,-0.00015430737,-0.00024454424,-0.0057294723,-0.0004566914,0.0004120462,0.002018416,-0.010322405,-0.02346829,-0.00029865565,0.00044252712,-0.00038318156,-0.009940336,7.994267e-05,0.00404959,-0.003219215,0.0015441418,-0.0012283552,0.025622856,-0.00036102528,-0.006392751,0.002076611,0.006300191,-0.00042131165,0.012036787,-0.008227617,0.00242773,-0.070969604,-0.004734306,-0.004145749,-0.008083828,-0.009625307,-0.0052586165,-0.00450282
66,-0.0032434207,-0.0014818556,-0.0050116414,0.0030873807,-0.0064083375,0.00650755,0.0034290948,-0.004273608,-0.0013691586,-0.0020582466,-0.006794661,0.0046672546,0.0011963197,-0.0015558715,-0.0057294723,0.00080833887,0.0009164058,0.0073851827,0.0015601225,-0.03781086,0.008212403,0.017048929,-0.00045429266,-0.0015243435,-0.004890562,0.009295399,-0.0020461138,-0.008152803,-0.003955017,0.02884082,-9.6836084e-05,0.030082168,0.002076611,-0.009845114,-0.0021250162,0.0076495023,0.02548301,2.9058978e-05,-0.055223588,-0.0051085614,-0.0006989813,0.0039721695,0.0050314073,-0.0020089473,-0.0006776575
67,-0.0032434207,-0.0028019652,-0.0042608734,0.0031244848,-0.00571513,-0.00892084,-0.011624885,-0.036069866,-0.0017725013,0.0016097433,-0.0054176557,-0.0048244083,-0.00085092767,0.0059122304,-0.0057294723,-0.0004566914,0.0015843611,0.004450812,-0.028314153,-0.0404122,0.010856169,0.0036819098,-1.7954688e-05,-0.005079392,-0.0012848456,-0.021062331,5.6772184e-05,0.0013805662,-0.0060220286,0.016136834,0.0019601388,-0.008752964,0.002076611,-0.00928053,0.004425312,0.0008750112,0.0032810355,0.001533864,0.09322795,0.02825838,-0.006624702,0.018530564,0.011803813,-0.0006098085,-0.0042447606
68,-0.0032434207,-0.0014226488,-0.002951837,-0.018888092,0.0028379105,0.0033142155,-0.0026301008,-0.11929602,0.0014983582,-0.010146008,0.03841924,-0.00070168695,-0.00025046666,-0.0040368983,-0.0057294723,0.00080833887,0.0024102032,0.0111439265,0.0141809,-0.0404122,0.024102429,0.0031735154,5.315644e-05,0.006763612,0.013480388,-0.020633914,-0.0049974844,-0.0010281886,0.00030767338,0.028147183,-0.00036102528,0.001159343,0.002076611,0.012729529,-0.0011360836,0.007144432,0.073325634,0.0055414545,-0.041630916,0.005254325,0.008988695,0.0025253277,0.01230336,0.00464523,-0.0014513703
69,-0.0032434207,-0.0014818556,-0.005784743,0.040485017,-0.0020594995,-0.0037023872,0.0079955775,0.036829483,0.0019017009,0.006874058,-0.0060273525,-0.006179199,0.0018878339,-0.0037310256,-0.0057294723,-0.0004566914,0.00568028,-0.0015369076,0.018919023,-0.029962927,-0.0026564244,-0.0036906663,5.315644e-05,-0.0072142226,-0.005425375,-0.009394558,-0.002130425,0.006405604,0.011227053,0.02450864,-9.6836084e-05,-0.013527688,0.002076611,-0.01167904,0.002333996,0.008794335,0.0080929985,0.0038041028,-0.023123471,-0.0023253039,-0.003969763,-0.00022973053,-0.0012912618,0.006703701,-0.00094256294
70,-0.0032434207,-0.0028019652,-0.0022544088,-0.020704754,0.015180033,0.0005360338,0.0077427835,-0.013333361,-0.0013691586,0.0040417053,0.0022785233,0.0026676154,-0.0051329588,-0.00058750686,-0.0057294723,0.00080833887,-0.0011973004,0.007248116,-0.03303591,-0.02130763,0.00030838978,0.005706135,-0.00038318156,0.0043172766,0.008009069,-0.020805849,-0.009060735,-0.0024305393,-0.013820575,0.029259285,0.0019601388,-0.033521734,0.002076611,-0.0045703687,-0.003841428,0.0015839151,0.061696418,0.0059365616,-0.004207035,-0.018440714,-0.0022151065,-0.006656598,-0.0026569488,-0.0020537858,0.0072940276
71,-0.0032434207,-0.0014226488,0.0026081684,0.0022369493,-0.008113684,0.0031646895,-0.001963318,0.0018747934,-0.0017725013,0.0014740966,-0.0031723578,0.0059646587,-0.006069089,-0.0016988292,-0.0057294723,-0.0004566914,0.00016286632,-0.0054352623,0.012283608,-0.02346829,0.002936825,0.001242849,-0.00045429266,0.009709185,0.003812686,-0.026781544,-0.00517013,-5.5387303e-05,-0.0050623505,0.03345398,-0.00036102528,0.010082775,0.002076611,0.0020668078,0.0018887757,-0.00013480667,-0.022220869,0.0025908994,-0.03922838,0.003542979,0.0026821427,0.006402389,0.0023412155,-0.004978832,-0.008390005
72,-0.0032434207,-0.0014818556,-0.017669939,-0.0073896633,-0.000961126,0.00079332193,-0.0040354324,-0.033099387,0.0014983582,0.01139897,0.03874221,0.003419809,-0.0067769694,0.003220304,-0.0057294723,0.00080833887,0.022839442,-0.013684036,0.017146386,-0.02346829,-0.034557782,-0.0030544,-1.7954688e-05,0.0001657545,0.012838093,0.03401079,-0.0006679697,-0.00041092787,-0.0015865609,0.02965483,-9.6836084e-05,-0.00062011054,0.002076611,-0.008246282,-0.0124706775,0.021576717,0.018553086,0.009152627,0.12000523,0.0046586795,-0.007800386,-0.009375759,-0.019368483,-0.003548069,0.0018142543
73,-0.0032434207,-0.0028019652,0.0020678663,-0.0023380206,0.017362399,-0.0075577046,0.0014997735,0.046562776,0.0019017009,-0.00027134558,-0.015678935,0.0042254142,-0.003079492,-0.0051910556,-0.0057294723,-0.0004566914,0.00987465,0.0038926117,0.0012804826,-0.03781086,-0.021652803,-0.0011168142,5.315644e-05,0.005583094,0.0014268816,0.00042097364,0.00045892523,-0.0039880024,0.013187373,0.020409537,0.0019601388,0.0027317246,0.002076611,-0.004840948,-0.00029962917,-0.0022705588,0.0037807575,-0.006779136,0.018982207,0.0001271868,-0.005820983,-0.0035724074,-0.00441478,-0.003226002,0.00072756695
74,-0.0032434207,-0.0014226488,0.016289948,0.010429338,0.00012329512,0.004614478,0.0063351025,-0.0116305975,-0.0013691586,-0.0007659692,0.0026625213,0.005367376,0.0073852683,-0.005607565,-0.0057294723,0.00080833887,-0.00010830351,0.0012843731,-0.008484428,-0.0404122,-0.012127445,0.006347184,5.315644e-05,-0.017601084,-0.0039619408,-0.018278474,-0.0030632594,0.009423449,-0.00066663855,0.017709212,-0.00036102528,-0.013564474,0.002076611,0.003929348,-0.0028730286,-0.011629736,0.048665345,-0.0017804792,0.013400062,-0.0007309136,-0.0028839696,-0.0074635246,-0.0013515878,-0.0107648885,0.0032700098
75,-0.0032434207,-0.0014818556,-0.0002344051,-0.008424761,0.017368464,-0.0016206291,-0.0082370555,-0.006331952,-0.0017725013,-0.0037513238,-0.004530638,0.005291942,0.0021795367,0.00065253547,-0.0057294723,-0.0004566914,0.0033405393,0.0061372556,-0.013824946,-0.0404122,0.002186795,-0.0040945276,-0.00038318156,-0.000708513,-0.0018330201,0.04461848,-0.006673656,-0.0020959685,-0.0017615772,0.024075815,-9.6836084e-05,0.027534327,0.002076611,0.01006691,0.010986263,0.007836448,0.032049615,0.0035426028,-0.00897156,0.0018827253,0.004553886,0.005809424,-0.004532062,-0.004722846,-0.0020629556
76,-0.0032434207,-0.0028019652,0.0072059575,-0.04006189,-0.008079908,-0.029738804,-0.0039103734,-0.013311887,0.0014983582,-0.0023308983,0.040361293,-0.004412494,0.002701693,-0.0038251132,-0.0057294723,0.00080833887,-7.4462994e-05,0.0018969108,-0.0067891283,-0.029962927,0.008067795,0.00017257356,-0.00045429266,-0.0057583074,-0.006115236,-0.007819395,-0.00028770385,-0.010907702,0.0013121349,0.010655846,0.0019601388,0.01406556,0.002076611,0.0036974796,0.0029906742,0.001281657,0.011765809,0.0032412298,-0.016852565,0.0047910716,-0.007785868,0.009385568,0.002773725,0.0015322986,0.00010115368
77,-0.0032434207,-0.0014226488,0.0113938395,-0.032958545,-0.0030160863,0.0054930886,0.0036667043,-0.0078226095,0.0019017009,-0.006409061,-0.016382422,-0.007823629,-0.0023735361,-0.0035369312,-0.0057294723,-0.0004566914,0.0029742368,0.0036530236,-0.006987962,-0.02130763,0.029110307,0.0022598284,-1.7954688e-05,-0.0027982404,-0.0030715982,-0.028123328,-0.0013750915,-0.0030467114,-0.0110031245,0.025373409,-0.00036102528,0.0171877,0.002076611,-0.00499689,0.0069613117,-0.005732367,0.10789354,-0.0018448288,0.0054619056,0.0087567065,-0.0030373475,-0.0049520275,0.013331924,-0.002948376,0.009712362
78,-0.0032434207,-0.0014818556,0.001740742,-0.002809107,0.030351609,-0.002820439,0.0055690343,-0.025894865,-0.0013691586,-0.006354298,0.006656929,-0.00082941726,-0.004264226,-0.0026432753,-0.0057294723,0.00080833887,0.0032659024,8.071417e-05,-0.015808359,-0.02346829,-0.006144154,9.8793025e-05,5.315644e-05,-0.002460301,0.0047407653,0.018641502,-0.0032033217,-0.0026689293,-0.00067430997,0.030852478,-9.6836084e-05,-0.026280835,0.002076611,0.0002903615,-0.014842359,-0.00054592045,0.010415105,0.0030492905,-0.01016794,0.008426961,0.0013134181,-0.0077001397,-0.006882881,-0.008788766,-0.0020099129
79,-0.0032434207,-0.0028019652,0.00538458,-0.008580551,-0.0067669884,0.0010204786,-0.00737574,-0.012057716,-0.0017725013,-0.0024278795,0.0063884105,0.0029453882,0.0018553068,-0.004735573,-0.0057294723,-0.0004566914,0.00077291316,0.0033871129,-0.022727175,-0.02346829,-0.005432798,0.0013301037,5.315644e-05,0.015815938,-0.007118717,-0.007379152,-0.00838012,-0.002781774,-0.0042568776,0.020608265,0.0019601388,0.002213167,0.002076611,-0.0042422684,0.0011315668,0.012533789,0.055025663,0.002059462,0.011174456,0.002619088,-0.0028704908,-6.9948655e-05,-0.0051463684,0.0056080967,-0.004892683
