date,AETEC_xgboost_forecast,AMV_xgboost_forecast,ARTES_xgboost_forecast,BHL_xgboost_forecast,BH_xgboost_forecast,BNA_xgboost_forecast,BS_xgboost_forecast,BTEI_xgboost_forecast,CC_xgboost_forecast,CELL_xgboost_forecast,CIL_xgboost_forecast,CITY_xgboost_forecast,DH_xgboost_forecast,ECYCL_xgboost_forecast,GIF_xgboost_forecast,HANL_xgboost_forecast,ICF_xgboost_forecast,LNDOR_xgboost_forecast,LSTR_xgboost_forecast,MIP_xgboost_forecast,MNP_xgboost_forecast,MPBS_xgboost_forecast,NAKL_xgboost_forecast,NBL_xgboost_forecast,OTH_xgboost_forecast,PLAST_xgboost_forecast,SAH_xgboost_forecast,SAMAA_xgboost_forecast,SERVI_xgboost_forecast,SIPHA_xgboost_forecast,SITS_xgboost_forecast,SMD_xgboost_forecast,SOPAT_xgboost_forecast,SOTE_xgboost_forecast,SPDI_xgboost_forecast,STAR_xgboost_forecast,STIP_xgboost_forecast,STVR_xgboost_forecast,TINV_xgboost_forecast,TJL_xgboost_forecast,TLNET_xgboost_forecast,TLS_xgboost_forecast,TRE_xgboost_forecast,UMED_xgboost_forecast,WIFAK_xgboost_forecast
15,-0.0025503924,-0.0014818556,-0.006135727,0.014352903,-0.0016384675,-0.03855219,0.00600099,-0.0027018213,-0.0017725013,-0.0034227835,0.000962135,0.0081930375,0.0030322142,-0.0021437174,-0.0057294723,-0.0004566914,-0.005733955,-0.019750431,-0.063220754,-0.0070689386,-0.0100781,-0.004881023,-0.00038318156,0.0065764077,-0.0026591755,0.0073341304,0.0021044805,-0.0012480785,-0.016684582,0.010813937,-0.042817082,0.046844456,0.0057155485,-0.0028205765,0.018875139,0.0059611946,-0.0153429285,-0.0017652863,-0.0060432698,-0.0048653395,-0.0012004558,0.006978274,-0.028254481,0.014695329,0.0003164667
16,-0.003502121,-0.0028019652,-0.0008684244,-0.00159247,0.007850277,0.0016309428,-0.0039101876,0.0013806266,0.0014983582,-0.0071792537,-0.017790908,-3.5067627e-05,0.0055444026,0.0036167402,-0.0057294723,0.00080833887,0.002044102,-0.0018474885,0.04027764,0.023282384,-0.0035654302,0.0143414,-0.00045429266,0.018333506,0.00037600257,-0.0036385548,-0.0071802554,-0.00350741,0.0033179065,-0.021579811,0.07515448,0.016175114,-0.0046380768,-0.014786084,0.02627881,-0.0004056689,0.055336773,0.010830427,0.009167195,0.006213906,0.005238095,-0.008675715,-0.0020553165,0.0031200796,0.0051051695
17,-0.0032434207,-0.0014226488,-0.007312583,0.0009693732,-0.009664187,-0.0012180762,0.0012449212,-0.0025178723,0.0019017009,-0.00488038,0.03947359,-0.0032664067,-0.0058990745,0.0017856619,-0.0057294723,-0.0004566914,0.004999488,-0.0022864207,0.034292623,0.042590093,0.007294877,0.010296979,-1.7954688e-05,0.0106701255,0.00051615894,-0.0023756227,-0.0013868706,0.0070661283,-0.022021113,0.015302962,0.035581987,0.013572064,0.0017423296,-0.012677893,-0.010308231,0.00092489435,-0.030851604,-0.0036602167,-0.0025597098,0.004930022,-0.00049715623,-0.011545295,-0.0019640885,0.0056498703,-0.0014004346
18,-0.0025503924,-0.0014818556,-0.0034870668,0.035275016,-0.0017778485,-0.008417407,0.002933243,0.0029780304,-0.0013691586,-0.002012596,-0.031125892,0.0004390754,-0.004807846,-0.0007862032,-0.0057294723,0.00080833887,-0.0033057479,-0.0046915184,-0.026805114,-0.10266439,-0.013340314,-0.014170161,5.315644e-05,0.010364556,-0.0018957331,-0.0031356574,-0.0032665187,0.002134049,-0.01353697,-0.023711255,-0.04885566,-0.017765205,0.002076611,0.00016203368,0.0063740714,-9.45176e-05,0.043440968,0.008491495,-0.03688247,0.0013451733,0.004039504,0.0058578835,-0.03172962,-0.004471626,-0.004091923
19,-0.0025503924,-0.0028019652,0.0026453827,0.008604215,-0.00086812035,0.006151548,-0.0017563528,-0.021344014,-0.0017725013,-0.0020103669,0.023240114,-0.0025788578,-0.003202231,0.0010718515,-0.0057294723,-0.0004566914,-0.0003072504,-0.0038556103,0.003592331,-0.07744355,0.009199814,0.014737717,5.315644e-05,-0.011186849,-0.0050263703,0.0026577723,-0.0027318886,-0.0050560767,0.028004345,0.008522723,-0.0036747595,0.009161807,0.0016784011,0.003645926,-0.0014847011,0.016542673,0.009456479,-0.0053719473,0.08724701,-0.0021991588,-0.0028237768,0.010667573,0.0116590625,-0.0071132015,-0.005178676
20,-0.0032434207,-0.0014226488,-0.024378816,-0.034784473,0.005734607,0.0013744076,-0.0043767984,-0.024053233,0.0014983582,0.0025752413,0.00894268,-0.005522525,1.1976929e-05,0.006516195,-0.0057294723,0.00080833887,-0.0021237263,-0.019496452,0.0068851616,-0.07547546,-0.013021488,0.013348899,-0.00038318156,-0.00037848306,-0.0020041142,0.0073341304,-0.00074754714,0.0062078563,0.0011335813,0.0012325335,0.02941822,0.053586148,0.0068372954,-0.009310317,0.025126725,-0.011095818,0.0006327407,0.000977705,-0.017261956,-0.003476938,0.012080835,0.004246933,0.0034764116,-0.0159175,-0.010001654
21,-0.0032434207,-0.0014818556,0.008311297,0.013519444,-0.0064163134,0.018510267,0.0017760517,-0.045123443,0.0019017009,0.0036831168,0.048738483,0.0015630588,-0.00441113,0.010729119,-0.0057294723,-0.0004566914,-9.5368014e-05,-0.016748607,0.054324742,0.003046847,0.002000202,0.00088322,-0.00045429266,-0.0011587379,-0.00092232233,0.008065867,-0.0029005057,-0.0038720942,0.0004142984,0.023508484,-0.040563885,0.018004917,0.0008419816,-0.0109916935,0.026702505,0.0036198813,0.028864516,0.006228784,0.01225608,0.001463546,-0.0041481457,-0.0024483283,-0.009895643,-0.0024176652,0.014608094
22,-0.0032434207,-0.0028019652,-0.0011310162,0.024237037,0.0053186766,0.013218825,0.002035977,0.009155923,-0.0013691586,-0.0028244555,0.008003911,-0.0003497139,0.0056232046,0.0017361293,-0.0057294723,0.00080833887,0.0026783934,0.0017309742,-0.018477825,0.028167753,-0.0048470534,-0.011416086,-1.7954688e-05,0.012970704,-0.0075880215,-0.0054802964,0.0002590322,0.008524065,0.0010824994,0.0044889487,-0.004832496,0.0057351436,0.0004525726,0.0021596677,-0.011880556,0.0067716558,0.012801141,-0.0075766924,-0.02094965,-0.010233215,-0.0002490367,-0.0059233787,0.006184237,-0.0031752037,0.0067513273
23,-0.0032434207,-0.0014226488,-0.0076297843,0.01139169,-0.0052978047,0.0004699553,-0.00203197,-0.021595964,-0.0017725013,-0.0028563787,0.044300452,-0.021302935,0.0007159348,-0.001292304,-0.0057294723,-0.0004566914,-0.0030394252,0.013371343,-0.031685006,-0.14319196,-0.0037045444,-0.018807769,5.315644e-05,0.005548035,0.0026885748,-0.016283844,-0.0069158534,0.0012403084,-0.006374099,0.021183254,0.006852552,0.015838536,-0.002345644,-0.0066382186,-0.0026997153,0.008996231,0.019227507,0.021537961,-0.009299859,-0.0026920063,-0.0039526946,0.0028155546,0.0059978785,0.0041814824,0.005553845
24,-0.0032434207,-0.0014818556,0.0039974083,0.019092586,-0.010312376,-0.0054297466,-0.0035037647,0.019616028,0.0014983582,-0.027846778,-0.0040199296,-0.019722028,-0.00034347674,0.00834273,-0.0057294723,0.00080833887,-0.0035050209,0.003956538,-0.0029906898,-0.0024922383,0.001576183,-0.00979556,5.315644e-05,0.008200089,-0.0020542922,0.007937086,-0.0053234925,-0.009741333,0.0034043267,0.0029826907,0.0034143657,0.005199574,0.0026621437,-0.00175394,0.0023184384,-0.009534888,0.017675914,0.00062593346,0.009208844,-0.011069327,0.00062622566,-0.0014721283,0.013641331,0.0027468556,0.0057435026
25,-0.0032434207,-0.0028019652,0.0064182,-0.0012734656,-0.0007405005,0.008816834,0.0010896395,-0.008957291,0.0019017009,-0.015484095,0.04215818,0.008427613,0.006017595,0.0010890855,-0.0057294723,-0.0004566914,-0.008610542,0.0026624263,-0.02713444,0.01066543,-0.0017106334,0.0035826513,-0.00038318156,0.0034730877,0.00064946833,-0.009801809,-6.1740866e-05,0.0028299685,0.011532337,0.010494783,0.0010560073,0.020368911,-0.0011948931,0.011406115,-0.0052530454,-0.0031746356,0.068945624,-0.007431105,-0.03214615,-0.031297512,0.0034627577,-0.017578404,0.0091134235,0.00013254507,0.015249115
26,-0.0032434207,-0.0014226488,-0.0091726845,0.006234251,0.005958546,-0.0010125099,0.0045524733,-0.015164355,-0.0013691586,0.0009115427,-0.007812482,0.0047914586,0.0026801983,0.015224593,-0.0057294723,0.00080833887,-0.00075890374,0.002019962,-0.013379422,-0.014535236,-0.003704742,-0.00736701,-0.00045429266,0.009033227,-0.0027379487,-0.013233587,-0.006227529,-0.005042739,-0.0067646797,0.011393842,-0.0003836312,-0.007179437,0.004073434,-4.4173003e-06,0.028760266,-0.0017272277,0.01216931,-5.6035035e-05,-0.017731579,0.023120439,0.0014207442,0.0025194224,-0.0069770534,-0.006202488,0.02228663
