"Date","Price","Open","High","Low","Vol.","Change %"
"09/20/2023","7.89","7.81","7.90","7.80","2.06K","-0.75%"
"09/19/2023","7.95","8.00","8.00","7.80","2.10K","-0.63%"
"09/18/2023","8.00","8.00","8.08","7.86","12.66K","0.00%"
"09/15/2023","8.00","8.00","8.00","7.99","0.32K","0.00%"
"09/14/2023","8.00","8.00","8.00","8.00","0.25K","0.25%"
"09/13/2023","7.98","7.98","8.00","7.98","1.32K","0.76%"
"09/12/2023","7.92","7.92","8.00","7.92","22.33K","0.00%"
"09/11/2023","7.92","7.81","7.92","7.81","18.15K","1.02%"
"09/08/2023","7.84","7.80","7.84","7.75","9.01K","0.51%"
"09/07/2023","7.80","7.85","7.85","7.75","5.23K","-0.64%"
"09/06/2023","7.85","7.68","7.98","7.68","8.77K","2.21%"
"09/05/2023","7.68","7.69","7.69","7.60","3.16K","-0.26%"
"09/04/2023","7.70","7.65","7.70","7.65","0.98K","0.65%"
"09/01/2023","7.65","7.65","7.65","7.65","0.33K","0.00%"
"08/31/2023","7.65","7.70","7.70","7.65","0.07K","-0.65%"
"08/30/2023","7.70","7.60","7.70","7.55","2.34K","0.00%"
"08/29/2023","7.70","7.72","7.73","7.70","1.21K","-0.52%"
"08/28/2023","7.74","7.70","7.75","7.69","0.88K","0.65%"
"08/25/2023","7.69","7.69","7.69","7.60","1.41K","-0.13%"
"08/24/2023","7.70","7.60","7.70","7.60","0.32K","0.13%"
"08/23/2023","7.69","7.70","7.70","7.60","2.51K","-0.13%"
"08/22/2023","7.70","7.58","7.70","7.58","1.54K","1.58%"
"08/21/2023","7.58","7.60","7.64","7.58","1.30K","-0.52%"
"08/18/2023","7.62","7.71","7.71","7.62","2.63K","-1.17%"
"08/17/2023","7.71","7.77","7.77","7.71","1.65K","-0.90%"
"08/16/2023","7.78","7.78","7.78","7.78","0.51K","-0.26%"
"08/15/2023","7.80","7.77","7.80","7.77","0.70K","1.30%"
"08/14/2023","7.70","7.79","7.79","7.70","0.20K","-1.16%"
"08/11/2023","7.79","7.81","7.81","7.51","3.55K","2.50%"
"08/10/2023","7.60","7.71","7.72","7.60","2.02K","-0.52%"
"08/09/2023","7.64","7.79","7.79","7.64","5.03K","-1.93%"
"08/08/2023","7.79","7.82","7.82","7.73","3.11K","-0.76%"
"08/07/2023","7.85","7.90","7.94","7.83","0.62K","0.00%"
"08/04/2023","7.85","7.93","7.93","7.85","0.68K","-0.63%"
"08/03/2023","7.90","7.93","7.93","7.90","2.49K","-0.50%"
"08/02/2023","7.94","7.94","7.95","7.94","0.68K","0.00%"
"08/01/2023","7.94","7.90","8.10","7.90","5.98K","0.51%"
"07/31/2023","7.90","7.78","7.99","7.77","4.06K","-3.89%"
"07/28/2023","8.22","8.25","8.25","8.10","13.94K","-0.36%"
"07/27/2023","8.25","8.20","8.25","8.20","2.29K","0.61%"
"07/26/2023","8.20","8.06","8.25","8.06","5.31K","0.74%"
"07/24/2023","8.14","8.14","8.14","8.14","0.20K","-0.12%"
"07/21/2023","8.15","7.90","8.28","7.90","15.75K","3.56%"
"07/20/2023","7.87","7.89","7.89","7.80","2.55K","0.00%"
"07/18/2023","7.87","7.80","7.87","7.80","1.28K","0.90%"
"07/17/2023","7.80","7.90","7.90","7.80","2.85K","-1.27%"
"07/14/2023","7.90","7.90","7.99","7.84","5.13K","-0.25%"
"07/13/2023","7.92","7.93","8.00","7.92","3.94K","-1.00%"
"07/12/2023","8.00","8.00","8.00","7.90","7.07K","-1.23%"
"07/11/2023","8.10","8.03","8.10","8.01","2.42K","1.12%"
"07/10/2023","8.01","8.00","8.10","8.00","3.31K","-0.87%"
"07/07/2023","8.08","8.01","8.08","7.99","4.87K","0.00%"
"07/06/2023","8.08","7.93","8.09","7.93","7.16K","-0.12%"
"07/05/2023","8.09","8.00","8.10","8.00","11.92K","1.13%"
"07/04/2023","8.00","8.04","8.04","8.00","1.36K","-0.62%"
"07/03/2023","8.05","8.00","8.05","8.00","5.48K","1.90%"
"06/30/2023","7.90","7.86","7.97","7.86","16.10K","0.00%"
"06/27/2023","7.90","7.89","7.94","7.89","6.81K","0.00%"
"06/26/2023","7.90","7.90","7.90","7.86","5.82K","0.00%"
"06/23/2023","7.90","7.95","7.95","7.85","2.38K","-0.13%"
"06/22/2023","7.91","7.95","7.98","7.85","23.22K","0.13%"
"06/21/2023","7.90","7.70","7.96","7.70","77.27K","2.60%"
"06/20/2023","7.70","7.60","7.70","7.56","4.96K","0.79%"
"06/19/2023","7.64","7.69","7.69","7.51","1.63K","-0.26%"
"06/16/2023","7.66","7.68","7.69","7.56","8.04K","0.00%"
"06/15/2023","7.66","7.62","7.68","7.55","10.43K","0.79%"
"06/14/2023","7.60","7.61","7.62","7.55","10.01K","-0.13%"
"06/13/2023","7.61","7.68","7.68","7.55","5.57K","0.79%"
"06/12/2023","7.55","7.55","7.69","7.55","7.88K","0.00%"
"06/09/2023","7.55","7.55","7.70","7.55","38.45K","0.13%"
"06/08/2023","7.54","7.45","7.54","7.44","20.99K","1.21%"
"06/07/2023","7.45","7.30","7.45","7.30","30.51K","0.68%"
"06/06/2023","7.40","7.40","7.40","7.35","3.20K","-0.54%"
"06/05/2023","7.44","7.38","7.52","7.38","11.09K","0.81%"
"06/02/2023","7.38","7.25","7.38","7.22","4.60K","1.10%"
"06/01/2023","7.30","7.30","7.30","7.21","2.66K","0.00%"
"05/31/2023","7.30","7.30","7.30","7.21","3.06K","0.97%"
"05/30/2023","7.23","7.30","7.30","7.20","19.88K","-0.96%"
"05/29/2023","7.30","7.31","7.38","7.30","2.13K","-1.08%"
"05/26/2023","7.38","7.38","7.39","7.30","3.76K","-0.27%"
"05/25/2023","7.40","7.35","7.40","7.21","3.85K","0.68%"
"05/24/2023","7.35","7.35","7.35","7.25","3.88K","0.00%"
"05/23/2023","7.35","7.39","7.39","7.25","13.79K","-0.27%"
"05/22/2023","7.37","7.21","7.37","7.21","1.14K","-0.14%"
"05/19/2023","7.38","7.22","7.38","7.20","22.55K","1.10%"
"05/18/2023","7.30","7.28","7.30","7.25","2.99K","0.27%"
"05/17/2023","7.28","7.30","7.40","7.28","6.24K","-1.62%"
"05/16/2023","7.40","7.30","7.40","7.25","5.90K","1.37%"
"05/15/2023","7.30","7.43","7.43","7.30","4.35K","0.00%"
"05/12/2023","7.30","7.30","7.45","7.30","7.28K","-2.01%"
"05/11/2023","7.45","7.38","7.45","7.30","13.17K","2.34%"
"05/10/2023","7.28","7.38","7.38","7.20","11.62K","-0.27%"
"05/09/2023","7.30","7.35","7.39","7.20","12.81K","-1.35%"
"05/08/2023","7.40","7.26","7.40","7.26","6.05K","1.37%"
"05/05/2023","7.30","7.30","7.35","7.29","1.09K","0.00%"
"05/04/2023","7.30","7.35","7.35","7.26","5.82K","-0.68%"
"05/03/2023","7.35","7.30","7.38","7.30","2.74K","0.68%"
"05/02/2023","7.30","7.35","7.37","7.30","1.00K","-1.08%"
"04/28/2023","7.38","7.28","7.39","7.28","0.82K","1.10%"
"04/27/2023","7.30","7.36","7.45","7.30","2.34K","-2.54%"
"04/26/2023","7.49","7.49","7.49","7.35","2.60K","-0.13%"
"04/25/2023","7.50","7.55","7.55","7.50","1.61K","-0.40%"
"04/24/2023","7.53","7.30","7.53","7.30","17.30K","3.43%"
"04/20/2023","7.28","7.35","7.35","7.11","5.67K","0.41%"
"04/19/2023","7.25","7.23","7.25","7.23","2.43K","0.42%"
"04/17/2023","7.22","7.25","7.25","7.07","0.45K","-0.41%"
"04/14/2023","7.25","7.25","7.30","7.09","4.90K","-0.55%"
"04/13/2023","7.29","7.06","7.29","7.06","0.56K","1.53%"
"04/12/2023","7.18","7.05","7.18","7.05","5.00K","0.00%"
"04/11/2023","7.18","7.20","7.20","7.05","11.65K","-0.28%"
"04/10/2023","7.20","7.30","7.30","7.20","0.13K","-2.04%"
"04/07/2023","7.35","7.20","7.35","7.20","3.23K","0.68%"
"04/06/2023","7.30","7.17","7.30","7.17","0.10K","0.97%"
"04/05/2023","7.23","7.25","7.25","7.23","0.81K","-0.41%"
"04/04/2023","7.26","7.29","7.29","7.20","3.27K","-0.55%"
"04/03/2023","7.30","7.22","7.30","7.22","1.10K","-0.54%"
"03/31/2023","7.34","7.25","7.34","7.20","2.91K","0.55%"
"03/30/2023","7.30","7.25","7.30","7.25","1.58K","0.00%"
"03/29/2023","7.30","7.30","7.30","7.30","0.59K","-0.54%"
