Day,ForecastedLogReturn,ForecastedVolatility
1,-0.0027561118,-0.00010340039980959687
2,-0.028412312,-0.0010659380578645088
3,0.0071588014,0.0002685750746212989
4,0.0025598935,9.603892543809689e-05
5,0.021006173,0.0007880836494428489
6,-0.011255083,-0.0004222542978304099
7,0.06497386,0.002437609108606459
8,0.01382664,0.0005187308232020447
9,0.014229502,0.0005338448751932278
10,0.010810305,0.0004055676917774074
11,-0.0047617126,-0.0001786440561462338
12,0.012723558,0.00047734672923389405
13,0.0034926631,0.0001310334244647593
14,0.030094692,0.0011290555219154617
15,0.0037775028,0.00014171968699329093
16,0.0040325904,0.00015128974955162046
17,-0.0053863837,-0.000202079695822984
18,-0.020450559,-0.0007672388089174947
19,0.015766302,0.0005915006602126233
20,0.017139643,0.0006430239840359356
21,0.02691088,0.0010096091972258922
22,0.006880289,0.00025812618714903603
23,-0.02120635,-0.0007955936284447674
24,0.023257233,0.0008725361651749167
25,0.007736941,0.0002902649965521277
26,0.039915707,0.0014975082194855398
27,0.0036485882,0.00013688322809153987
28,0.00040818064,1.5313617371975794e-05
29,0.019636558,0.0007367001563426551
30,-0.011969973,-0.00044907468306570886
31,0.051611993,0.0019363150577805948
32,0.013500292,0.000506487284218811
33,0.013245428,0.000496925616046096
34,0.0029712415,0.00011147137009904975
35,-0.004482166,-0.00016815636757001707
36,0.0059242686,0.00022225939702783632
37,0.0035437997,0.00013295190408235994
38,0.06974975,0.0026167850246395776
39,-0.0047422247,-0.0001779129322378735
40,-0.012233792,-0.00045897230136405755
41,0.01728704,0.0006485538314185187
42,0.020169783,0.0007567050342033985
43,0.023499673,0.0008816317309372362
44,-0.0021085595,-7.910633156689448e-05
45,-0.0038202337,-0.0001433228137394504
46,-0.0054684146,-0.00020515722957917872
47,0.0033218495,0.00012462504916003364
48,0.026696302,0.001001558902806106
49,0.005963714,0.00022373925471073678
50,0.009307794,0.00034919833543461926
51,0.0027668667,0.000103803889362464
52,0.0010747426,4.032086772485722e-05
53,-0.0015898556,-5.964624147098525e-05
54,0.026210884,0.0009833475758396972
55,0.00061672047,2.3137357281986625e-05
56,0.03932747,0.001475439423380264
57,-0.00015446015,-5.794845405093793e-06
58,-0.004577547,-0.00017173475177612295
59,-0.00013612349,-5.106913056534883e-06
60,-0.0069572553,-0.00026101371603958373
61,0.06642732,0.0024921381989932412
62,0.030590873,0.0011476706179564232
63,-0.0014050441,-5.271271043229809e-05
64,-0.004263408,-0.0001599492789548297
65,0.0021909997,8.219922154568058e-05
66,-0.010303414,-0.00038655078331369135
67,0.040210776,0.0015085782565530657
68,0.03092997,0.001160392418543367
69,0.03703763,0.0013895320671561385
70,-0.0145157045,-0.0005445822814551339
71,0.0104389815,0.0003916368201402891
72,0.00226372,8.49274492807114e-05
73,-0.0034019565,-0.0001276304051760279
74,-0.0017290339,-6.486775896447272e-05
75,-0.024597507,-0.0009228189018780264
76,0.034958858,0.001311543280757557
77,0.08370114,0.003140196089061449
78,0.031995844,0.001200380581214657
79,-0.01766206,-0.0006626233458115927
80,0.008101367,0.0003039371009889919
