Day,ForecastedLogReturn,ForecastedVolatility
1,0.0037466325,6.442697440899927e-05
2,-0.0072429846,-0.00012455013546264535
3,-0.0024411918,-4.197865764134011e-05
4,-0.0045953942,-7.902225493551683e-05
5,0.007957827,0.00013684254797709036
6,-0.003727309,-6.409468731214586e-05
7,-0.0024296604,-4.178036399305398e-05
8,0.0032028586,5.507625599420711e-05
9,0.007832634,0.00013468973244852112
10,0.012041586,0.00020706674191177458
11,-0.009513866,-0.00016360014321670398
12,0.0007685634,1.3216192384051432e-05
13,0.023002941,0.0003955578527770013
14,0.0034273032,5.8935797409236404e-05
15,-0.0017472972,-3.0046468378389743e-05
16,0.010804888,0.00018580051184809986
17,-0.010384863,-0.00017857778171788839
18,-0.0022448262,-3.860196027896917e-05
19,-0.0004156219,-7.147021249353233e-06
20,0.00093605334,1.609634386571372e-05
21,0.0019665996,3.381758500756035e-05
22,-0.004819526,-8.287641531266181e-05
23,-0.00870948,-0.0001497679451101624
24,-0.0020117047,-3.4593211171354436e-05
25,-0.0045488286,-7.82215132578475e-05
26,-0.007232396,-0.00012436805299173543
27,-0.0011377524,-1.9564755093275173e-05
28,0.0127391135,0.00021906139565579057
29,-0.0023972015,-4.12222014250089e-05
30,0.0033638745,5.7845080248077856e-05
31,0.0012676645,2.1798718594939172e-05
32,0.005916785,0.00010174484848908754
33,0.0008178091,1.406301920797628e-05
34,0.008930644,0.00015357107370987173
35,0.005578866,9.59340082112579e-05
36,-0.00031629007,-5.438914069686287e-06
37,-0.0028827123,-4.9571029841218e-05
38,0.0016986058,2.9209172477592583e-05
39,0.0021755206,3.741018450379422e-05
40,-0.004540738,-7.808239100754674e-05
41,-0.0052524633,-9.032119333056986e-05
42,-0.0012505429,-2.150429694882306e-05
43,-0.0013519326,-2.324779125895171e-05
44,0.008142986,0.00014002653692022921
45,-0.010347651,-0.0001779378866294784
46,-0.008300362,-0.00014273276657121052
47,-0.007746116,-0.0001332019635559729
48,-0.004533807,-7.796319941690976e-05
49,-0.00125383,-2.1560821869098938e-05
50,-0.00961961,-0.00016541851763176674
51,0.0043660984,7.507929141828693e-05
52,0.0063798414,0.00010970755140336108
53,0.0030634254,5.267856720816561e-05
54,0.00067111524,1.1540476530086563e-05
55,0.014885359,0.00025596817285501136
56,-0.008122529,-0.000139674751568542
57,-0.00813027,-0.00013980786819620404
58,0.006950132,0.00011951425272262269
59,0.007916309,0.00013612859955779621
60,0.002401347,4.129348816573082e-05
61,0.0121180685,0.00020838192522467893
62,0.0064298757,0.00011056794092507843
63,0.01238863,0.00021303448909041253
64,-0.0023976006,-4.1229063849810775e-05
65,0.005137857,8.835042824292313e-05
66,0.030637495,0.0005268414042597436
67,-0.003598868,-6.188601949303626e-05
68,0.0076022767,0.0001307285118384694
69,-0.014157739,-0.0002434560266194599
70,-0.004797068,-8.249022975449987e-05
71,0.016674178,0.00028672863569580213
72,-0.000838071,-1.4411442411922892e-05
73,-0.0024376893,-4.1918429253770333e-05
74,0.004244021,7.298005405115213e-05
75,-0.011991766,-0.000206210035838609
76,-0.0031953603,-5.494731527615323e-05
77,-0.009539396,-0.00016403914622409947
78,0.0028904718,4.970446276500566e-05
79,-0.0071755773,-0.00012339100224838622
80,-0.006000814,-0.00010318980930346675
