Day,ForecastedLogReturn,ForecastedVolatility
1,-0.0059979185,-0.00010703606277893363
2,0.017452424,0.0003114478428623238
3,-0.0064818608,-0.00011567227036354796
4,-0.013106896,-0.00023389955875803323
5,0.0024718884,4.4112170577192176e-05
6,0.009341543,0.00016670482158954447
7,-0.0016918967,-3.019280107483868e-05
8,0.00010593402,1.8904492363195724e-06
9,-0.0073035704,-0.00013033611802550592
10,-0.0075396104,-0.0001345483776713112
11,-0.0031850238,-5.683845209605569e-05
12,-0.0013551892,-2.418407657718216e-05
13,0.016196024,0.00028902670038947494
14,-0.00807832,-0.00014416193798878077
15,-0.017348198,-0.0003095878711070727
16,-0.00471856,-8.420522193827178e-05
17,0.0075497855,0.00013472995892633297
18,0.0060162907,0.00010736392451686913
19,-0.0072801905,-0.00012991889082070371
20,0.02227111,0.000397439858919504
21,0.0041059987,7.327374119884549e-05
22,0.023050122,0.00041134174839028287
23,-0.0069448114,-0.0001239338726030922
24,-0.011488306,-0.00020501496789982919
25,-0.005046259,-9.005319205475205e-05
26,0.0027334988,4.878074754832606e-05
27,-0.0066330163,-0.00011836972135915842
28,0.010534153,0.0001879875972616555
29,0.0068746833,0.00012268239873805068
30,0.007361175,0.0001313641034336093
31,-0.00072371337,-1.291505194066257e-05
32,-0.0017484847,-3.120264373089291e-05
33,-0.0036492993,-6.512369621334177e-05
34,-0.010376039,-0.00018516596200559722
35,-0.0002197782,-3.922059491824823e-06
36,-0.0026818155,-4.78584317772579e-05
37,0.0029125453,5.19759286276927e-05
38,0.004980276,8.887568527364025e-05
39,0.0076756054,0.0001369752808238141
40,-0.0026833543,-4.788589208832922e-05
41,0.0013769385,2.4572204328422845e-05
42,-0.0058939923,-0.00010518144264732606
43,-0.0046115653,-8.22958473840136e-05
44,-0.0020605281,-3.6771226268783045e-05
45,-0.004885712,-8.718814549137447e-05
46,-0.0022607178,-4.0343717589952604e-05
47,-0.005963506,-0.00010642195565586795
48,0.008588597,0.00015326810787701965
49,0.0010949533,1.954002649608519e-05
50,0.001971866,3.5189002949631924e-05
51,-0.017221889,-0.00030733380711631055
52,-0.0116859,-0.00020854113942256886
53,-0.004546167,-8.112877793100154e-05
54,0.003692897,6.590172174041332e-05
55,0.0018648993,3.3280124916356196e-05
56,0.014172033,0.0002529075121228271
57,-0.0016849855,-3.006946650929389e-05
58,-0.007104789,-0.0001267887560675319
59,-0.005602103,-9.997252619766577e-05
60,-0.009387032,-0.0001675166063884354
61,0.002663954,4.753968192647316e-05
62,0.004950481,8.834397985872503e-05
63,0.004714762,8.413744578542031e-05
64,0.010471181,0.0001868638227763183
65,-0.0008289895,-1.4793760611146826e-05
66,-0.00014073974,-2.5115758208999854e-06
67,-0.0076614385,-0.00013672246646650657
68,-0.009037646,-0.00016128163244477934
69,-0.0049298336,-8.797551558488561e-05
70,0.010860032,0.00019380308368741771
71,-0.005268256,-9.401484779649385e-05
72,-0.004451132,-7.943282845443883e-05
73,0.003083114,5.501981830946078e-05
74,0.0076196394,0.0001359765382163341
75,0.00069569243,1.241500337399253e-05
76,-0.0031066248,-5.543938061712604e-05
77,-0.0030397172,-5.4245378536429876e-05
78,-0.0026719708,-4.768274644921604e-05
79,0.0042007393,7.496443877145992e-05
80,0.008787321,0.00015681443939814308
